Nr;Sekunden;PV_West_kW;PV_Sued_kW;PV_Ost_kW;Strombedarf_kW;u_Spot_EuroMWh;TWWH1_kW;TWWH2_kW;TWWH3_kW;TWWH4_kW;TWWH5_kW;TWWH6_kW;HeizwaermeH1_kW;HeizwaermeH2_kW;HeizwaermeH3_kW;HeizwaermeH4_kW;HeizwaermeH5_kW;HeizwaermeH6_kW;Temperatur_degC;;;;;;;;
21878;19689300;0;0;0;6,335736;29,8;0;0;0;0;0;0;0;0;0;0;0;0;19,8;;;;;;;;
21879;19690200;0;0;0;6,335736;29,8;0;0;0;0;0;0;0;0;0;0;0;0;19,8;;;;;;;;
21880;19691100;0;0;0;6,335736;29,8;7,19275512;6,40572228;6,88373424;6,26031252;6,95855088;6,8310408;0;0;0;0;0;0;19,8;;;;;;;;
21881;19692000;0;0;0;5,687763;28,4;4,14E+00;4,37E+00;4,21E+00;4,38E+00;4,25E+00;4,08E+00;0;0;0;0;0;0;17,4;;;;;;;;
21882;19692900;0;0;0;5,687763;28,4;0;0;0;0;0;0;0;0;0;0;0;0;17,4;;;;;;;;
21883;19693800;0;0;0;5,687763;28,4;0;0;0;0;0;0;0;0;0;0;0;0;17,4;;;;;;;;
21884;19694700;0;0;0;5,687763;28,4;7,19275512;6,40572228;6,88373424;6,26031252;6,95855088;6,8310408;0;0;0;0;0;0;17,4;;;;;;;;
21885;19695600;0;0;0;5,447773;27;4,37E+00;4,37E+00;4,15E+00;4,62E+00;4,24E+00;0;0;0;0;0;0;0;16,8;;;;;;;;
21886;19696500;0;0;0;5,447773;27;0;0;0;0;0;0;0;0;0;0;0;0;16,8;;;;;;;;
21887;19697400;0;0;0;5,447773;27;0;0;0;0;0;4,56E-01;0;0;0;0;0;0;16,8;;;;;;;;
21888;19698300;0;0;0;5,447773;27;7,19275512;6,40572228;6,88373424;6,26031252;6,95855088;2,27E+00;0;0;0;0;0;0;16,8;;;;;;;;
21889;19699200;0;0;0;5,351777;26,8;0;0;0;0;0;0;0;0;0;0;0;0;15,7;;;;;;;;
21890;19700100;0;0;0;5,351777;26,8;0;0;0;0;0;0;0;0;0;0;0;0;15,7;;;;;;;;
21891;19701000;0;0;0;5,351777;26,8;0;0;0;4,18E-01;0;0;0;0;0;0;0;0;15,7;;;;;;;;
21892;19701900;0;0;0;5,351777;26,8;0;6,40572228;0;1,67E+00;0;0;0;0;0;0;0;0;15,7;;;;;;;;
21893;19702800;0;0;0;5,255781;27;0;0;0;0;0;0;0;0;0;0;0;0;15,1;;;;;;;;
21894;19703700;0;0;0;5,255781;27;0;0;0;0;0;0;0;0;0;0;0;0;15,1;;;;;;;;
21895;19704600;0;0;0;5,255781;27;0;0;0;0;0;0;0;0;0;0;0;0;15,1;;;;;;;;
21896;19705500;0;0;0;5,255781;27;0;6,40572228;0;6,26031252;0;0;0;0;0;0;0;0;15,1;;;;;;;;
21897;19706400;0;0;0;5,27978;28,6;0;0;0;0;0;0;0;0;0;0;0;0;13,8;;;;;;;;
21898;19707300;0;0;0;5,27978;28,6;0;0;0;0;0;0;0;0;0;0;0;0;13,8;;;;;;;;
21899;19708200;0;0;0;5,27978;28,6;0;0;0;0;0;0;0;0;0;0;0;0;13,8;;;;;;;;
21900;19709100;0;0;0;5,27978;28,6;0;6,40572228;0;6,26031252;0;0;0;0;0;0;0;0;13,8;;;;;;;;
21901;19710000;0;0;0;5,399775;33,9;0;0;0;0;0;0;0;0;0;0;0;0;13,2;;;;;;;;
21902;19710900;0;0;0;5,399775;33,9;0;0;0;0;0;0;0;0;0;0;0;0;13,2;;;;;;;;
21903;19711800;0;0;0;5,399775;33,9;0;0;0;0;0;0;0;0;0;0;0;0;13,2;;;;;;;;
21904;19712700;0;0;0;5,399775;33,9;0;6,40572228;2,29E+00;6,26031252;6,95855088;6,8310408;0;0;0;0;0;0;13,2;;;;;;;;
21905;19713600;0;0;0;5,735761;36,9;0;2,82E+00;1,24E+00;2,42E+00;0;3,21E+00;0;0;0;0;0;0;12,7;;;;;;;;
21906;19714500;0;0;0;5,735761;36,9;0;0;0;0;0;0;0;0;0;0;0;0;12,7;;;;;;;;
21907;19715400;0;0;0;5,735761;36,9;0;0;0;0;0;0;0;0;0;0;0;0;12,7;;;;;;;;
21908;19716300;0;0;0;5,735761;36,9;7,19275512;6,40572228;6,88373424;6,26031252;6,95855088;6,8310408;0;0;0;0;0;0;12,7;;;;;;;;
21909;19717200;0;0;0;6,455731;40,1;0;0;0;0;0;0;0;0;0;0;0;0;12,8;;;;;;;;
21910;19718100;0;0;0;6,455731;40,1;0;0;0;0;0;0;0;0;0;0;0;0;12,8;;;;;;;;
21911;19719000;0;0;0;6,455731;40,1;0;0;0;0;0;0;0;0;0;0;0;0;12,8;;;;;;;;
21912;19719900;0,003333491;0,001361057;3,33E-03;6,455731;40,1;7,19275512;6,40572228;6,88373424;6,26031252;6,95855088;6,8310408;0;0;0;0;0;0;12,8;;;;;;;;
21913;19720800;0,01433179;5,82E-03;1,43E-02;7,151702;39,2;1,58E+00;0;0;0;0;0;0;0;0;0;0;0;14,6;;;;;;;;
21914;19721700;3,48E-02;1,40E-02;3,48E-02;7,151702;39,2;0;0;0;0;0;0;0;0;0;0;0;0;14,6;;;;;;;;
21915;19722600;6,69E-02;2,66E-02;6,69E-02;7,151702;39,2;0;0;0;0;0;0;0;0;0;0;0;0;14,6;;;;;;;;
21916;19723500;1,40E-01;5,42E-02;1,40E-01;7,151702;39,2;7,19275512;6,40572228;6,88373424;6,26031252;1,86E+00;6,8310408;0;0;0;0;0;0;14,6;;;;;;;;
21917;19724400;2,77E-01;1,06E-01;2,77E-01;7,655681;36,5;0;0;0;0;0;0;0;0;0;0;0;0;18,3;;;;;;;;
21918;19725300;4,65E-01;1,81E-01;4,65E-01;7,655681;36,5;0;0;0;0;0;0;0;0;0;0;0;0;18,3;;;;;;;;
21919;19726200;6,88E-01;2,73E-01;6,88E-01;7,655681;36,5;0;0;0;0;0;0;0;0;0;0;0;0;18,3;;;;;;;;
21920;19727100;9,30E-01;3,73E-01;9,30E-01;7,655681;36,5;7,19275512;3,84E+00;6,88373424;6,26031252;6,95855088;6,8310408;0;0;0;0;0;0;18,3;;;;;;;;
21921;19728000;1,18E+00;4,76E-01;1,18E+00;7,823674;36;0;2,13E+00;0;0;0;0;0;0;0;0;0;0;24;;;;;;;;
21922;19728900;1,43E+00;5,80E-01;1,43E+00;7,823674;36;0;0;0;0;0;0;0;0;0;0;0;0;24;;;;;;;;
21923;19729800;1,68E+00;6,85E-01;1,68E+00;7,823674;36;0;0;0;0;0;0;0;0;0;0;0;0;24;;;;;;;;
21924;19730700;1,95E+00;7,89E-01;1,9211638;7,823674;36;3,83E+00;6,40572228;6,88373424;6,26031252;6,95855088;6,8310408;0;0;0;0;0;0;24;;;;;;;;
21925;19731600;2,23E+00;0,8976943;2,1607144;7,967668;33,4;0;0;0;0;0;0;0;0;0;0;0;0;26,2;;;;;;;;
21926;19732500;2,5168728;1,0105625;2,4050574;7,967668;33,4;0;0;0;0;0;0;0;0;0;0;0;0;26,2;;;;;;;;
21927;19733400;2,811402;1,1288;2,6536821;7,967668;33,4;3,36E+00;0;0;0;0;0;0;0;0;0;0;0;26,2;;;;;;;;
21928;19734300;3,5007427;1,3887394;3,12E+00;7,967668;33,4;7,19275512;6,40572228;6,88373424;3,34E+00;6,95855088;4,10E+00;0;0;0;0;0;0;26,2;;;;;;;;
21929;19735200;4,652553;1,83E+00;3,83E+00;8,183659;31,6;0;0;0;0;0;0;0;0;0;0;0;0;29,2;;;;;;;;
21930;19736100;5,80E+00;2,29E+00;4,53E+00;8,183659;31,6;0;0;0;0;0;0;0;0;0;0;0;0;29,2;;;;;;;;
21931;19737000;6,48E+00;2,61E+00;5,05E+00;8,183659;31,6;0;0;0;0;0;0;0;0;0;0;0;0;29,2;;;;;;;;
21932;19737900;6,77E+00;2,77E+00;5,39E+00;8,183659;31,6;7,19275512;6,40572228;6,88373424;6,26031252;1,86E+00;5,46483264;0;0;0;0;0;0;29,2;;;;;;;;
21933;19738800;6,99E+00;2,92E+00;5,68E+00;8,039665;30;0;0;0;0;2,84E+00;0;0;0;0;0;0;0;29,8;;;;;;;;
21934;19739700;7,17E+00;3,05E+00;5,96E+00;8,039665;30;0;0;0;0;0;0;0;0;0;0;0;0;29,8;;;;;;;;
21935;19740600;7,33E+00;3,17E+00;6,23E+00;8,039665;30;0;0;0;0;0;0;0;0;0;0;0;0;29,8;;;;;;;;
21936;19741500;7,47E+00;3,29E+00;6,492702;8,039665;30;7,19275512;6,40572228;1,84E+00;6,26031252;6,95855088;6,8310408;0;0;0;0;0;0;29,8;;;;;;;;
21937;19742400;7,57E+00;3,3991633;6,738267;7,967668;30,2;0;0;0;0;0;0;0;0;0;0;0;0;31,8;;;;;;;;
21938;19743300;7,6127183;3,4822314;6,947277;7,967668;30,2;0;0;0;0;0;0;0;0;0;0;0;0;31,8;;;;;;;;
21939;19744200;7,5839697;3,5311182;7,1008706;7,967668;30,2;0;0;0;0;0;0;0;0;0;0;0;0;31,8;;;;;;;;
21940;19745100;7,1406553;3,3554731;6,880213;7,967668;30,2;7,19275512;6,40572228;6,88373424;6,26031252;6,95855088;6,8310408;0;0;0;0;0;0;31,8;;;;;;;;
21941;19746000;6,2403823;2,9152068;6,178456;7,895671;31,7;0;0;0;0;0;0;0;0;0;0;0;0;30,9;;;;;;;;
21942;19746900;5,2892163;2,4299275;5,3388257;7,895671;31,7;0;0;0;0;0;0;0;0;0;0;0;0;30,9;;;;;;;;
21943;19747800;4,678648;2,1175718;4,7768193;7,895671;31,7;0;0;0;0;0;0;0;0;0;0;0;0;30,9;;;;;;;;
21944;19748700;4,4287817;1,9990603;4,57E+00;7,895671;31,7;5,75424432;6,40572228;6,88373424;6,26031252;6,95855088;6,8310408;0;0;0;0;0;0;30,9;;;;;;;;
21945;19749600;4,2964907;1,95E+00;4,48E+00;7,799675;35,3;0;0;0;0;0;0;0;0;0;0;0;0;31,9;;;;;;;;
21946;19750500;4,27E+00;1,96E+00;4,53E+00;7,799675;35,3;0;0;0;0;0;0;0;0;0;0;0;0;31,9;;;;;;;;
21947;19751400;4,34E+00;2,04E+00;4,71E+00;7,799675;35,3;0;0;0;0;0;0;0;0;0;0;0;0;31,9;;;;;;;;
21948;19752300;4,58E+00;2,24E+00;5,17E+00;7,799675;35,3;7,19275512;6,40572228;6,88373424;6,26031252;6,95855088;6,8310408;0;0;0;0;0;0;31,9;;;;;;;;
21949;19753200;4,94E+00;2,57E+00;5,93E+00;7,703679;37,4;0;0;0;0;0;0;0;0;0;0;0;0;31,1;;;;;;;;
21950;19754100;5,17E+00;2,92E+00;6,74E+00;7,703679;37,4;0;0;0;0;0;0;0;0;0;0;0;0;31,1;;;;;;;;
21951;19755000;5,17E+00;3,14E+00;7,35E+00;7,703679;37,4;0;0;0;0;0;0;0;0;0;0;0;0;31,1;;;;;;;;
21952;19755900;5,06E+00;3,26E+00;7,79E+00;7,703679;37,4;7,19275512;2,56E+00;6,88373424;6,26031252;6,95855088;1,83E+00;0;0;0;0;0;0;31,1;;;;;;;;
21953;19756800;4,55E+00;3,58E+00;8,82E+00;7,631682;39;0;0;0;0;0;0;0;0;0;0;0;0;30,6;;;;;;;;
21954;19757700;4,36E+00;3,63E+00;9,28E+00;7,631682;39;0;0;0;0;0;3,19E+00;0;0;0;0;0;0;30,6;;;;;;;;
21955;19758600;4,12E+00;3,60E+00;9,63E+00;7,631682;39;0;0;0;0;0;0;0;0;0;0;0;0;30,6;;;;;;;;
21956;19759500;3,84E+00;3,53E+00;9,98E+00;7,631682;39;7,19275512;6,40572228;6,88373424;6,26031252;6,95855088;6,8310408;0;0;0;0;0;0;30,6;;;;;;;;
21957;19760400;3,54E+00;3,46E+00;1,04E+01;7,559685;38,4;0;0;0;0;0;0;0;0;0;0;0;0;29,5;;;;;;;;
21958;19761300;3,23E+00;3,33E+00;1,08E+01;7,559685;38,4;0;0;0;0;0;0;0;0;0;0;0;0;29,5;;;;;;;;
21959;19762200;2,91E+00;3,17E+00;1,12E+01;7,559685;38,4;0;0;0;0;0;0;0;0;0;0;0;0;29,5;;;;;;;;
21960;19763100;2,63E+00;2,73E+00;1,06E+01;7,559685;38,4;3,83E+00;6,40572228;6,88373424;3,34E+00;6,95855088;6,8310408;0;0;0;0;0;0;29,5;;;;;;;;
21961;19764000;2,32E+00;2,17E+00;9,24E+00;7,511687;37,6;0;0;0;0;0;0;0;0;0;0;0;0;27,4;;;;;;;;
21962;19764900;2,08E+00;1,63E+00;7,47E+00;7,511687;37,6;0;0;0;0;0;0;0;0;0;0;0;0;27,4;;;;;;;;
21963;19765800;1,75E+00;1,34E+00;7,32E+00;7,511687;37,6;0;0;0;0;0;0;0;0;0;0;0;0;27,4;;;;;;;;
21964;19766700;1,34E+00;1,18E+00;9,012058;7,511687;37,6;7,19275512;6,40572228;5,9684874;6,26031252;6,95855088;6,8310408;0;0;0;0;0;0;27,4;;;;;;;;
21965;19767600;8,74E-01;0,7033743;8,246724;7,391692;36,9;0;0;3,60E-01;0;0;0;0;0;0;0;0;0;25,3;;;;;;;;
21966;19768500;0,5885155;0,29188205;5,884237;7,391692;36,9;0;0;1,84E+00;0;0;0;0;0;0;0;0;0;25,3;;;;;;;;
21967;19769400;0,39003503;0,1504905;3,5883408;7,391692;36,9;0;0;0;0;0;0;0;0;0;0;0;0;25,3;;;;;;;;
21968;19770300;0,3130011;0,11981067;1,2000735;7,391692;36,9;7,19275512;6,40572228;6,88373424;6,26031252;3,71E+00;6,8310408;0;0;0;0;0;0;25,3;;;;;;;;
21969;19771200;0,16872308;0,06469434;0,2400585;7,127703;31,7;0;0;1,74E+00;0;0;0;0;0;0;0;0;0;23;;;;;;;;
21970;19772100;0,041650352;0,016728748;0,04165167;7,127703;31,7;0;0;0;0;0;0;0;0;0;0;0;0;23;;;;;;;;
21971;19773000;0;0;0;7,127703;31,7;0;0;0;0;0;0;0;0;0;0;0;0;23;;;;;;;;
21972;19773900;0;0;0;7,127703;31,7;5,75424432;6,40572228;6,88373424;6,26031252;6,95855088;6,8310408;0;0;0;0;0;0;23;;;;;;;;
21973;19774800;0;0;0;6,623724;29,2;1,28E+00;2,55E+00;4,18E+00;2,61E+00;2,87E+00;4,09E+00;0;0;0;0;0;0;20,6;;;;;;;;
21974;19775700;0;0;0;6,623724;29,2;0;0;0;0;0;0;0;0;0;0;0;0;20,6;;;;;;;;
21975;19776600;0;0;0;6,623724;29,2;0;0;0;0;0;0;0;0;0;0;0;0;20,6;;;;;;;;
21976;19777500;0;0;0;6,623724;29,2;7,19275512;6,40572228;6,88373424;6,26031252;6,95855088;6,8310408;0;0;0;0;0;0;20,6;;;;;;;;
21977;19778400;0;0;0;6,023749;28,3;4,14E+00;0;4,21E+00;4,38E+00;4,25E+00;4,08E+00;0;0;0;0;0;0;19,2;;;;;;;;
21978;19779300;0;0;0;6,023749;28,3;0;0;0;0;0;0;0;0;0;0;0;0;19,2;;;;;;;;
21979;19780200;0;0;0;6,023749;28,3;0;0;0;0;0;0;0;0;0;0;0;0;19,2;;;;;;;;
21980;19781100;0;0;0;6,023749;28,3;7,19275512;2,99E+00;6,88373424;6,26031252;6,95855088;6,8310408;0;0;0;0;0;0;19,2;;;;;;;;
21981;19782000;0;0;0;5,807758;27,3;4,36E+00;3,55E+00;4,18E+00;4,62E+00;4,24E+00;0;0;0;0;0;0;0;18;;;;;;;;
21982;19782900;0;0;0;5,807758;27,3;0;0;0;0;0;0;0;0;0;0;0;0;18;;;;;;;;
21983;19783800;0;0;0;5,807758;27,3;0;0;0;0;0;1,83E+00;0;0;0;0;0;0;18;;;;;;;;
21984;19784700;0;0;0;5,807758;27,3;7,19275512;6,40572228;6,88373424;6,26031252;6,95855088;2,27E+00;0;0;0;0;0;0;18;;;;;;;;
21985;19785600;0;0;0;5,663764;26,4;0;0;0;0;0;0;0;0;0;0;0;0;18,3;;;;;;;;
21986;19786500;0;0;0;5,663764;26,4;0;0;0;0;0;0;0;0;0;0;0;0;18,3;;;;;;;;
21987;19787400;0;0;0;5,663764;26,4;0;0;0;4,18E-01;0;0;0;0;0;0;0;0;18,3;;;;;;;;
21988;19788300;0;0;0;5,663764;26,4;0;6,40572228;0;2,50E+00;0;0;0;0;0;0;0;0;18,3;;;;;;;;
21989;19789200;0;0;0;5,51977;27,7;0;0;0;0;0;0;0;0;0;0;0;0;17,4;;;;;;;;
21990;19790100;0;0;0;5,51977;27,7;0;0;0;0;0;0;0;0;0;0;0;0;17,4;;;;;;;;
21991;19791000;0;0;0;5,51977;27,7;0;0;0;0;0;0;0;0;0;0;0;0;17,4;;;;;;;;
21992;19791900;0;0;0;5,51977;27,7;0;6,40572228;0;6,26031252;0;0;0;0;0;0;0;0;17,4;;;;;;;;
21993;19792800;0;0;0;5,51977;28,6;0;0;0;0;0;0;0;0;0;0;0;0;17,5;;;;;;;;
21994;19793700;0;0;0;5,51977;28,6;0;0;0;0;0;0;0;0;0;0;0;0;17,5;;;;;;;;
21995;19794600;0;0;0;5,51977;28,6;0;0;0;0;0;0;0;0;0;0;0;0;17,5;;;;;;;;
21996;19795500;0;0;0;5,51977;28,6;0;6,40572228;0;6,26031252;0;0;0;0;0;0;0;0;17,5;;;;;;;;
21997;19796400;0;0;0;5,591767;33,6;0;0;0;0;0;0;0;0;0;0;0;0;17;;;;;;;;
21998;19797300;0;0;0;5,591767;33,6;0;0;0;0;0;0;0;0;0;0;0;0;17;;;;;;;;
21999;19798200;0;0;0;5,591767;33,6;0;0;0;0;0;0;0;0;0;0;0;0;17;;;;;;;;
22000;19799100;0;0;0;5,591767;33,6;0;6,40572228;6,88373424;6,26031252;6,95855088;6,8310408;0;0;0;0;0;0;17;;;;;;;;
22001;19800000;0;0;0;5,879755;38,5;0;0;0;0;0;0;0;0;0;0;0;0;16,2;;;;;;;;
22002;19800900;0;0;0;5,879755;38,5;0;0;0;0;0;0;0;0;0;0;0;0;16,2;;;;;;;;
22003;19801800;0;0;0;5,879755;38,5;0;0;0;0;0;0;0;0;0;0;0;0;16,2;;;;;;;;
22004;19802700;0;0;0,00E+00;5,879755;38,5;7,19275512;6,40572228;6,88373424;6,26031252;6,95855088;6,8310408;0;0;0;0;0;0;16,2;;;;;;;;
22005;19803600;0;0,00E+00;0,00E+00;6,551727;42,2;0;0;0;0;0;0;0;0;0;0;0;0;16,6;;;;;;;;
22006;19804500;0,00E+00;0,00E+00;0,00E+00;6,551727;42,2;0;0;0;0;0;0;0;0;0;0;0;0;16,6;;;;;;;;
22007;19805400;0,00E+00;0,00E+00;0,00E+00;6,551727;42,2;0;0;0;0;0;0;0;0;0;0;0;0;16,6;;;;;;;;
22008;19806300;1,04E-04;0,00E+00;0,00E+00;6,551727;42,2;7,19275512;6,40572228;6,88373424;6,26031252;6,95855088;6,8310408;0;0;0;0;0;0;16,6;;;;;;;;
22009;19807200;4,82E-04;1,95E-04;4,77E-04;7,223699;38,9;1,58E+00;0;0;0;0;0;0;0;0;0;0;0;18,1;;;;;;;;
22010;19808100;1,13E-02;1,36E-03;3,34E-03;7,223699;38,9;0;0;0;0;0;0;0;0;0;0;0;0;18,1;;;;;;;;
22011;19809000;6,70E-02;2,66E-02;6,70E-02;7,223699;38,9;0;0;0;0;0;0;0;0;0;0;0;0;18,1;;;;;;;;
22012;19809900;2,69E-01;1,01E-01;2,64E-01;7,223699;38,9;7,19275512;6,40572228;6,88373424;6,26031252;6,95855088;6,8310408;0;0;0;0;0;0;18,1;;;;;;;;
22013;19810800;6,25E-01;2,39E-01;6,06E-01;7,67968;36,1;0;0;0;0;0;0;0;0;0;0;0;0;20,7;;;;;;;;
22014;19811700;1,06E+00;4,10E-01;1,02E+00;7,67968;36,1;0;0;0;0;0;0;0;0;0;0;0;0;20,7;;;;;;;;
22015;19812600;1,50E+00;5,82E-01;1,43E+00;7,67968;36,1;0;0;0;0;0;0;0;0;0;0;0;0;20,7;;;;;;;;
22016;19813500;2,13E+00;7,49E-01;1,79E+00;7,67968;36,1;7,19275512;6,40572228;3,67E+00;6,26031252;6,95855088;6,8310408;0;0;0;0;0;0;20,7;;;;;;;;
22017;19814400;3,01E+00;9,52E-01;2,14E+00;7,895671;36,9;0;0;1,57E+00;0;0;0;0;0;0;0;0;0;23,5;;;;;;;;
22018;19815300;4,25E+00;1,20E+00;2,42E+00;7,895671;36,9;0;0;0;0;0;0;0;0;0;0;0;0;23,5;;;;;;;;
22019;19816200;5,34E+00;1,49E+00;2,72E+00;7,895671;36,9;0;0;0;0;0;0;0;0;0;0;0;0;23,5;;;;;;;;
22020;19817100;6,78E+00;1,88E+00;3,0380964;7,895671;36,9;3,83E+00;3,41E+00;6,88373424;6,26031252;6,0333486;4,10E+00;0;0;0;0;0;0;23,5;;;;;;;;
22021;19818000;9,09E+00;2,4753855;3,1907256;8,087663;36,3;3,10E+00;2,12E+00;0;0;0;0;0;0;0;0;0;0;25,5;;;;;;;;
22022;19818900;10,802918;3,0876199;3,4782659;8,087663;36,3;0;0;0;0;2,32E+00;0;0;0;0;0;0;0;25,5;;;;;;;;
22023;19819800;11,831891;3,598417;3,734638;8,087663;36,3;0;0;0;0;2,32E+00;0;0;0;0;0;0;0;25,5;;;;;;;;
22024;19820700;11,487623;3,734131;3,9203774;8,087663;36,3;7,19275512;6,40572228;6,88373424;3,76E+00;6,95855088;6,8310408;0;0;0;0;0;0;25,5;;;;;;;;
22025;19821600;9,923324;3,454389;4,0847764;8,255656;33,2;0;0;0;2,87E+00;1,76E+00;0;0;0;0;0;0;0;26,4;;;;;;;;
22026;19822500;7,8474434;2,9507097;4,4800737;8,255656;33,2;0;0;0;0;0;0;0;0;0;0;0;0;26,4;;;;;;;;
22027;19823400;6,490442;2,6094556;5,048509;8,255656;33,2;0;0;0;0;0;0;0;0;0;0;0;0;26,4;;;;;;;;
22028;19824300;6,3530903;2,6144216;5,3026987;8,255656;33,2;7,19275512;6,40572228;6,88373424;6,26031252;6,95855088;6,8310408;0;0;0;0;0;0;26,4;;;;;;;;
22029;19825200;6,4228096;2,685771;5,568994;8,135661;31,1;0;0;0;0;0;0;0;0;0;0;0;0;27,6;;;;;;;;
22030;19826100;6,7061377;2,8439204;5,872895;8,135661;31,1;0;0;0;0;0;0;0;0;0;0;0;0;27,6;;;;;;;;
22031;19827000;7,326905;3,17094;6,286699;8,135661;31,1;0;0;0;0;0;0;0;0;0;0;0;0;27,6;;;;;;;;
22032;19827900;8,385626;3,805201;6,565215;8,135661;31,1;7,19275512;6,40572228;6,88373424;6,26031252;6,95855088;6,8310408;0;0;0;0;0;0;27,6;;;;;;;;
22033;19828800;8,997276;4,2659956;7,128663;8,039665;31,6;0;0;0;0;0;0;0;0;0;0;0;0;29,2;;;;;;;;
22034;19829700;9,699549;4,91935;7,6774463;8,039665;31,6;0;0;0;0;0;0;0;0;0;0;0;0;29,2;;;;;;;;
22035;19830600;10,053485;5,3988267;8,387909;8,039665;31,6;0;0;0;0;0;0;0;0;0;0;0;0;29,2;;;;;;;;
22036;19831500;10,445425;6,105728;9,194027;8,039665;31,6;7,19275512;6,40572228;6,88373424;5,01E+00;6,95855088;6,8310408;0;0;0;0;0;0;29,2;;;;;;;;
22037;19832400;10,583747;6,663042;10,134383;7,847673;32,4;0;0;0;0;0;0;0;0;0;0;0;0;31,2;;;;;;;;
22038;19833300;10,548005;7,1916187;11,130945;7,847673;32,4;0;0;0;0;0;0;0;0;0;0;0;0;31,2;;;;;;;;
22039;19834200;10,340828;7,817536;12,250202;7,847673;32,4;0;0;0;0;0;0;0;0;0;0;0;0;31,2;;;;;;;;
22040;19835100;9,784026;8,0483364;13,071572;7,847673;32,4;7,19275512;6,40572228;6,88373424;6,26031252;6,95855088;6,8310408;0;0;0;0;0;0;31,2;;;;;;;;
22041;19836000;8,953163;8,0262363;13,577045;7,607683;35,7;0;0;0;0;0;0;0;0;0;0;0;0;28,7;;;;;;;;
22042;19836900;7,9725103;7,80653;13,800474;7,607683;35,7;0;0;0;0;0;0;0;0;0;0;0;0;28,7;;;;;;;;
22043;19837800;6,9503447;7,444389;13,786823;7,607683;35,7;0;0;0;0;0;0;0;0;0;0;0;0;28,7;;;;;;;;
22044;19838700;6,1315894;6,698978;1,31E+01;7,607683;35,7;7,19275512;6,40572228;6,88373424;6,26031252;6,95855088;4,10E+00;0;0;0;0;0;0;28,7;;;;;;;;
22045;19839600;5,6005977;5,79E+00;1,21E+01;7,463689;37,4;0;0;0;0;0;0;0;0;0;0;0;0;22,9;;;;;;;;
22046;19840500;5,09E+00;5,12E+00;1,12E+01;7,463689;37,4;0;0;0;0;0;0;0;0;0;0;0;0;22,9;;;;;;;;
22047;19841400;4,96E+00;4,54E+00;1,04E+01;7,463689;37,4;0;0;0;0;0;0;0;0;0;0;0;0;22,9;;;;;;;;
22048;19842300;4,75E+00;4,30E+00;1,02E+01;7,463689;37,4;7,19275512;6,40572228;1,84E+00;6,26031252;6,95855088;5,46483264;0;0;0;0;0;0;22,9;;;;;;;;
22049;19843200;4,50E+00;4,09E+00;1,01E+01;7,43969;38,7;0;0;0;0;0;0;0;0;0;0;0;0;23,9;;;;;;;;
22050;19844100;4,24E+00;3,87E+00;9,92E+00;7,43969;38,7;0;0;0;0;0;0;0;0;0;0;0;0;23,9;;;;;;;;
22051;19845000;3,99E+00;3,60E+00;9,65E+00;7,43969;38,7;0;0;0;0;9,25E-01;0;0;0;0;0;0;0;23,9;;;;;;;;
22052;19845900;3,75E+00;3,31E+00;9,32E+00;7,43969;38,7;5,75424432;2,56E+00;6,88373424;6,26031252;1,86E+00;6,8310408;0;0;0;0;0;0;23,9;;;;;;;;
22053;19846800;3,51E+00;3,04E+00;9,03E+00;7,367693;37;0;2,37E+00;0;0;0;0;0;0;0;0;0;0;22,8;;;;;;;;
22054;19847700;3,26E+00;2,78E+00;8,76E+00;7,367693;37;0;0;0;0;0;0;0;0;0;0;0;0;22,8;;;;;;;;
22055;19848600;2,97E+00;2,50E+00;8,45E+00;7,367693;37;0;0;0;0;0;0;0;0;0;0;0;0;22,8;;;;;;;;
22056;19849500;2,79E+00;2,09E+00;7,44E+00;7,367693;37;3,83E+00;6,40572228;6,88373424;6,26031252;6,95855088;6,8310408;0;0;0;0;0;0;22,8;;;;;;;;
22057;19850400;2,46E+00;1,79E+00;7,00E+00;7,247698;37;0;0;0;0;0;0;0;0;0;0;0;0;21,8;;;;;;;;
22058;19851300;2,09E+00;1,55E+00;6,93E+00;7,247698;37;0;0;0;0;0;0;0;0;0;0;0;0;21,8;;;;;;;;
22059;19852200;1,71E+00;1,36E+00;7,55E+00;7,247698;37;0;0;0;0;0;0;0;0;0;0;0;0;21,8;;;;;;;;
22060;19853100;1,30E+00;1,21E+00;9,515771;7,247698;37;7,19275512;6,40572228;6,88373424;3,34E+00;6,95855088;6,8310408;0;0;0;0;0;0;21,8;;;;;;;;
22061;19854000;9,02E-01;0,7581023;9,174709;7,151702;35;0;0;0;0;0;0;0;0;0;0;0;0;20,5;;;;;;;;
22062;19854900;0,70465704;0,34956308;7,1474297;7,151702;35;0;0;0;0;0;0;0;0;0;0;0;0;20,5;;;;;;;;
22063;19855800;0,50969003;0,19936362;5,1357104;7,151702;35;0;0;0;0;0;0;0;0;0;0;0;0;20,5;;;;;;;;
22064;19856700;0,37778467;0,14552626;2,6376184;7,151702;35;7,19275512;6,40572228;6,88373424;6,26031252;6,95855088;6,8310408;0;0;0;0;0;0;20,5;;;;;;;;
22065;19857600;0,24350688;0,09291321;0,67572815;7,031707;29,4;0;0;0;0;0;0;0;0;0;0;0;0;19,9;;;;;;;;
